"Gene","Group_1","Group_2","Mock_expression","ZIKV_expression","log2FoldChange","pvalue","Original_significant_call","padj","Regulation"
"SLC25A53","Mock","ZIKV",1.72814,0.916397,-0.915175,5e-04,"yes",0.00262345679012346,"Not_significant"
"ITIH5","Mock","ZIKV",0.968145,0.524431,-0.884471,5e-04,"yes",0.00262345679012346,"Not_significant"
"NDP","Mock","ZIKV",2.26362,1.25864,-0.846763,5e-04,"yes",0.00262345679012346,"Not_significant"
"C17orf96","Mock","ZIKV",1.43414,0.798396,-0.845006,5e-04,"yes",0.00262345679012346,"Not_significant"
"ZNF837","Mock","ZIKV",2.66767,1.55756,-0.776295,5e-04,"yes",0.00262345679012346,"Not_significant"
"PCDHB4","Mock","ZIKV",2.34011,1.5177,-0.624687,5e-04,"yes",0.00262345679012346,"Not_significant"
"DCLRE1C","Mock","ZIKV",4.4796,3.2012,-0.484756,5e-04,"yes",0.00262345679012346,"Not_significant"
"LYPLAL1","Mock","ZIKV",9.63071,6.91981,-0.476909,5e-04,"yes",0.00262345679012346,"Not_significant"
"CLN3","Mock","ZIKV",12.685,9.24053,-0.457077,5e-04,"yes",0.00262345679012346,"Not_significant"
"PRMT8","Mock","ZIKV",11.3569,8.30213,-0.45201,5e-04,"yes",0.00262345679012346,"Not_significant"
"GNPNAT1","Mock","ZIKV",6.074,4.47797,-0.439804,5e-04,"yes",0.00262345679012346,"Not_significant"
"ST8SIA4","Mock","ZIKV",9.83731,7.3185,-0.426717,5e-04,"yes",0.00262345679012346,"Not_significant"
"LRAT","Mock","ZIKV",6.34759,4.75641,-0.416335,5e-04,"yes",0.00262345679012346,"Not_significant"
"OSBPL3","Mock","ZIKV",7.38615,5.58104,-0.40429,5e-04,"yes",0.00262345679012346,"Not_significant"
"ACTG1","Mock","ZIKV",3324.55,2539.22,-0.388771,5e-04,"yes",0.00262345679012346,"Not_significant"
"LINGO1","Mock","ZIKV",18.0025,13.7507,-0.388697,5e-04,"yes",0.00262345679012346,"Not_significant"
"PMPCA","Mock","ZIKV",26.7002,20.5838,-0.375342,5e-04,"yes",0.00262345679012346,"Not_significant"
"DIAPH1","Mock","ZIKV",19.6117,15.3754,-0.351093,5e-04,"yes",0.00262345679012346,"Not_significant"
"LSS","Mock","ZIKV",78.5563,61.6747,-0.349047,5e-04,"yes",0.00262345679012346,"Not_significant"
"TMEM158","Mock","ZIKV",52.3514,41.1736,-0.346511,5e-04,"yes",0.00262345679012346,"Not_significant"
"ALDH7A1","Mock","ZIKV",21.5065,16.9439,-0.344005,5e-04,"yes",0.00262345679012346,"Not_significant"
"CDC42BPB","Mock","ZIKV",37.3846,47.0409,0.331472,5e-04,"yes",0.00262345679012346,"Not_significant"
"MTDH","Mock","ZIKV",17.8211,22.5592,0.340128,5e-04,"yes",0.00262345679012346,"Not_significant"
"NPIP","Mock","ZIKV",106.196,135.901,0.355833,5e-04,"yes",0.00262345679012346,"Not_significant"
"MAP2K2","Mock","ZIKV",71.2836,91.8695,0.366016,5e-04,"yes",0.00262345679012346,"Not_significant"
"MBD1","Mock","ZIKV",26.0614,33.6231,0.367541,5e-04,"yes",0.00262345679012346,"Not_significant"
"RAB11FIP2","Mock","ZIKV",8.95047,11.5594,0.369028,5e-04,"yes",0.00262345679012346,"Not_significant"
"MSANTD4","Mock","ZIKV",17.6754,22.8477,0.37031,5e-04,"yes",0.00262345679012346,"Not_significant"
"BIN1","Mock","ZIKV",19.532,25.3138,0.37408,5e-04,"yes",0.00262345679012346,"Not_significant"
"ZSWIM8","Mock","ZIKV",19.0979,24.8405,0.379281,5e-04,"yes",0.00262345679012346,"Not_significant"
"FCHSD2","Mock","ZIKV",10.2129,13.3036,0.381428,5e-04,"yes",0.00262345679012346,"Not_significant"
"PMM1","Mock","ZIKV",22.6878,30.2261,0.413875,5e-04,"yes",0.00262345679012346,"Not_significant"
"DCP1B","Mock","ZIKV",12.1429,16.1879,0.414805,5e-04,"yes",0.00262345679012346,"Not_significant"
"TRIM3","Mock","ZIKV",7.32069,9.85415,0.428753,5e-04,"yes",0.00262345679012346,"Not_significant"
"UTP14A","Mock","ZIKV",6.64242,8.98261,0.435425,5e-04,"yes",0.00262345679012346,"Not_significant"
"ELK1","Mock","ZIKV",6.79846,9.21511,0.438793,5e-04,"yes",0.00262345679012346,"Not_significant"
"LCLAT1","Mock","ZIKV",3.70964,5.04183,0.442668,5e-04,"yes",0.00262345679012346,"Not_significant"
"SLC33A1","Mock","ZIKV",7.34098,9.98895,0.44436,5e-04,"yes",0.00262345679012346,"Not_significant"
"NAP1L2","Mock","ZIKV",5.89168,8.10836,0.460732,5e-04,"yes",0.00262345679012346,"Not_significant"
"PDGFA","Mock","ZIKV",0.434788,0.985,1.17981,5e-04,"yes",0.00262345679012346,"Up_in_ZIKV"
"ACP6","Mock","ZIKV",1.87962,0.90139,-1.06022,0.00055,"yes",0.00285850253807107,"Down_in_ZIKV"
"GPR1","Mock","ZIKV",1.82052,0.916104,-0.990769,0.00055,"yes",0.00285850253807107,"Not_significant"
"ACBD4","Mock","ZIKV",2.38489,1.283,-0.8944,0.00055,"yes",0.00285850253807107,"Not_significant"
"FPGT","Mock","ZIKV",3.95091,2.42155,-0.706257,0.00055,"yes",0.00285850253807107,"Not_significant"
"BCL2L12","Mock","ZIKV",10.2524,6.2842,-0.706166,0.00055,"yes",0.00285850253807107,"Not_significant"
"HAPLN1","Mock","ZIKV",1.45787,0.914321,-0.673086,0.00055,"yes",0.00285850253807107,"Not_significant"
"EFHD1","Mock","ZIKV",6.96117,4.73202,-0.556873,0.00055,"yes",0.00285850253807107,"Not_significant"
"CEP128","Mock","ZIKV",2.96753,2.02409,-0.551991,0.00055,"yes",0.00285850253807107,"Not_significant"
"NIPSNAP3A","Mock","ZIKV",7.1806,4.90172,-0.550816,0.00055,"yes",0.00285850253807107,"Not_significant"
"BCCIP","Mock","ZIKV",39.1666,27.2934,-0.521074,0.00055,"yes",0.00285850253807107,"Not_significant"
"SEH1L","Mock","ZIKV",10.992,7.77735,-0.499101,0.00055,"yes",0.00285850253807107,"Not_significant"
"OPRK1","Mock","ZIKV",3.06407,2.172,-0.496426,0.00055,"yes",0.00285850253807107,"Not_significant"
"NONO","Mock","ZIKV",300.322,217.684,-0.46428,0.00055,"yes",0.00285850253807107,"Not_significant"
"FBXO44","Mock","ZIKV",8.44952,6.16658,-0.454399,0.00055,"yes",0.00285850253807107,"Not_significant"
"AADAT","Mock","ZIKV",11.6453,8.63925,-0.430767,0.00055,"yes",0.00285850253807107,"Not_significant"
"YIPF1","Mock","ZIKV",19.2508,14.3952,-0.419337,0.00055,"yes",0.00285850253807107,"Not_significant"
"MINPP1","Mock","ZIKV",17.4036,13.1319,-0.406308,0.00055,"yes",0.00285850253807107,"Not_significant"
"ANAPC11","Mock","ZIKV",72.8834,55.8451,-0.38416,0.00055,"yes",0.00285850253807107,"Not_significant"
"HNRPDL","Mock","ZIKV",130.158,102.15,-0.34958,0.00055,"yes",0.00285850253807107,"Not_significant"
"IQGAP1","Mock","ZIKV",17.8993,14.0612,-0.34818,0.00055,"yes",0.00285850253807107,"Not_significant"
"HNRNPA0","Mock","ZIKV",154.296,121.917,-0.339806,0.00055,"yes",0.00285850253807107,"Not_significant"
"FBL","Mock","ZIKV",115.8,92.1604,-0.32941,0.00055,"yes",0.00285850253807107,"Not_significant"
"CDC16","Mock","ZIKV",37.5801,47.4147,0.335364,0.00055,"yes",0.00285850253807107,"Not_significant"
"ZFHX4","Mock","ZIKV",39.697,50.2205,0.339244,0.00055,"yes",0.00285850253807107,"Not_significant"
"NFE2L1","Mock","ZIKV",54.5044,68.9658,0.339508,0.00055,"yes",0.00285850253807107,"Not_significant"
"CLINT1","Mock","ZIKV",18.1388,23.055,0.345999,0.00055,"yes",0.00285850253807107,"Not_significant"
"KIF2A","Mock","ZIKV",30.9989,39.7081,0.35722,0.00055,"yes",0.00285850253807107,"Not_significant"
"PTPN1","Mock","ZIKV",21.9144,28.0792,0.357625,0.00055,"yes",0.00285850253807107,"Not_significant"
"TAB3","Mock","ZIKV",9.85328,12.6257,0.357688,0.00055,"yes",0.00285850253807107,"Not_significant"
"MICU1","Mock","ZIKV",22.5107,28.8722,0.359069,0.00055,"yes",0.00285850253807107,"Not_significant"
"RNMT","Mock","ZIKV",14.802,19.0026,0.360403,0.00055,"yes",0.00285850253807107,"Not_significant"
"IER5","Mock","ZIKV",26.4138,34.0363,0.365786,0.00055,"yes",0.00285850253807107,"Not_significant"
"UNC79","Mock","ZIKV",5.42223,6.99392,0.367213,0.00055,"yes",0.00285850253807107,"Not_significant"
"ZNF263","Mock","ZIKV",9.75722,12.7366,0.38444,0.00055,"yes",0.00285850253807107,"Not_significant"
"SOX5","Mock","ZIKV",10.0093,13.1092,0.389236,0.00055,"yes",0.00285850253807107,"Not_significant"
"CYTH1","Mock","ZIKV",9.70984,12.7636,0.394512,0.00055,"yes",0.00285850253807107,"Not_significant"
"CHPF","Mock","ZIKV",11.4761,15.1351,0.399259,0.00055,"yes",0.00285850253807107,"Not_significant"
"TBCK","Mock","ZIKV",12.7931,18.3745,0.522341,0.00055,"yes",0.00285850253807107,"Not_significant"
"ABLIM2","Mock","ZIKV",1.85833,2.81287,0.598033,0.00055,"yes",0.00285850253807107,"Not_significant"
"ZNF383","Mock","ZIKV",3.23823,4.93242,0.607089,0.00055,"yes",0.00285850253807107,"Not_significant"
"LRFN2","Mock","ZIKV",0.776846,1.41664,0.866772,0.00055,"yes",0.00285850253807107,"Not_significant"
"MKRN7P","Mock","ZIKV",1.0805,0.358519,-1.59158,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV"
"C1orf220","Mock","ZIKV",0.760696,0.295835,-1.36253,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV"
"FLJ33630","Mock","ZIKV",0.845462,0.375628,-1.17044,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV"
"CDNF","Mock","ZIKV",1.91975,0.869772,-1.14221,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV"
"MATN3","Mock","ZIKV",1.20076,0.596009,-1.01054,6e-04,"yes",0.00309055568259776,"Down_in_ZIKV"
"B9D1","Mock","ZIKV",15.2953,7.66429,-0.996861,6e-04,"yes",0.00309055568259776,"Not_significant"
"BDNF-AS","Mock","ZIKV",3.34812,1.71779,-0.962798,6e-04,"yes",0.00309055568259776,"Not_significant"
"SMUG1","Mock","ZIKV",13.9582,8.822,-0.661932,6e-04,"yes",0.00309055568259776,"Not_significant"
"HAUS7","Mock","ZIKV",8.96645,5.76922,-0.636161,6e-04,"yes",0.00309055568259776,"Not_significant"
"ARRDC1","Mock","ZIKV",13.8712,9.30368,-0.57622,6e-04,"yes",0.00309055568259776,"Not_significant"
"MAP3K13","Mock","ZIKV",22.6337,15.8507,-0.513929,6e-04,"yes",0.00309055568259776,"Not_significant"
"WDR27","Mock","ZIKV",8.74705,6.46911,-0.435229,6e-04,"yes",0.00309055568259776,"Not_significant"
"ZNF814","Mock","ZIKV",5.09896,3.83686,-0.410277,6e-04,"yes",0.00309055568259776,"Not_significant"
"PRPF38A","Mock","ZIKV",21.3046,16.3048,-0.385872,6e-04,"yes",0.00309055568259776,"Not_significant"
"EXD2","Mock","ZIKV",9.3077,7.14215,-0.382066,6e-04,"yes",0.00309055568259776,"Not_significant"
"G2E3","Mock","ZIKV",11.8957,9.1581,-0.37732,6e-04,"yes",0.00309055568259776,"Not_significant"
"ATP11C","Mock","ZIKV",11.0858,8.56827,-0.371639,6e-04,"yes",0.00309055568259776,"Not_significant"
"PODXL2","Mock","ZIKV",70.622,55.6948,-0.342577,6e-04,"yes",0.00309055568259776,"Not_significant"
"ERGIC1","Mock","ZIKV",49.5469,39.1462,-0.339924,6e-04,"yes",0.00309055568259776,"Not_significant"
"GLI3","Mock","ZIKV",26.6971,21.1312,-0.337311,6e-04,"yes",0.00309055568259776,"Not_significant"
"ANKRD17","Mock","ZIKV",24.0374,30.3032,0.334191,6e-04,"yes",0.00309055568259776,"Not_significant"
"TANC2","Mock","ZIKV",12.823,16.2818,0.344523,6e-04,"yes",0.00309055568259776,"Not_significant"
"RAB14","Mock","ZIKV",26.1393,33.2511,0.347179,6e-04,"yes",0.00309055568259776,"Not_significant"
"HDGFRP2","Mock","ZIKV",48.5418,62.1127,0.355661,6e-04,"yes",0.00309055568259776,"Not_significant"
"SAP130","Mock","ZIKV",15.3561,19.6505,0.355748,6e-04,"yes",0.00309055568259776,"Not_significant"
"TMEM57","Mock","ZIKV",17.0059,21.7631,0.355849,6e-04,"yes",0.00309055568259776,"Not_significant"
"TMEM209","Mock","ZIKV",14.6306,18.7643,0.359007,6e-04,"yes",0.00309055568259776,"Not_significant"
"PDXDC1","Mock","ZIKV",13.773,17.7141,0.363059,6e-04,"yes",0.00309055568259776,"Not_significant"
"CRBN","Mock","ZIKV",16.8227,21.8741,0.378814,6e-04,"yes",0.00309055568259776,"Not_significant"
"BCAS3","Mock","ZIKV",6.07138,8.07467,0.41138,6e-04,"yes",0.00309055568259776,"Not_significant"
"KLHL21","Mock","ZIKV",5.44183,7.26771,0.417408,6e-04,"yes",0.00309055568259776,"Not_significant"
"ZFPL1","Mock","ZIKV",15.768,21.1151,0.42128,6e-04,"yes",0.00309055568259776,"Not_significant"
"TPRA1","Mock","ZIKV",14.1596,19.0395,0.427216,6e-04,"yes",0.00309055568259776,"Not_significant"
"C12orf65","Mock","ZIKV",7.30635,10.2986,0.495224,6e-04,"yes",0.00309055568259776,"Not_significant"
"BLOC1S3","Mock","ZIKV",2.21793,3.35812,0.598443,6e-04,"yes",0.00309055568259776,"Not_significant"
"GALNT8","Mock","ZIKV",2.26954,3.53557,0.63954,6e-04,"yes",0.00309055568259776,"Not_significant"
"MKRN2","Mock","ZIKV",17.8691,29.1304,0.705056,6e-04,"yes",0.00309055568259776,"Not_significant"
"RFPL3S","Mock","ZIKV",2.27042,4.36093,0.941678,6e-04,"yes",0.00309055568259776,"Not_significant"
"ANKRD19P","Mock","ZIKV",0.783295,1.51626,0.952888,6e-04,"yes",0.00309055568259776,"Not_significant"
"FAM86JP","Mock","ZIKV",1.31734,0.449975,-1.54972,0.00065,"yes",0.00332302541988198,"Down_in_ZIKV"
"NCRNA00185","Mock","ZIKV",1.87691,0.801159,-1.2282,0.00065,"yes",0.00332302541988198,"Down_in_ZIKV"
"CCDC147","Mock","ZIKV",1.08428,0.565226,-0.939835,0.00065,"yes",0.00332302541988198,"Not_significant"
"MYB","Mock","ZIKV",1.62933,0.989482,-0.719535,0.00065,"yes",0.00332302541988198,"Not_significant"
"BIVM","Mock","ZIKV",11.3261,6.91076,-0.712731,0.00065,"yes",0.00332302541988198,"Not_significant"
"EMG1","Mock","ZIKV",10.9827,7.51611,-0.547173,0.00065,"yes",0.00332302541988198,"Not_significant"
"LYRM1","Mock","ZIKV",18.273,12.894,-0.503006,0.00065,"yes",0.00332302541988198,"Not_significant"
"COQ4","Mock","ZIKV",19.3328,14.4003,-0.424948,0.00065,"yes",0.00332302541988198,"Not_significant"
"SPECC1","Mock","ZIKV",11.35,8.7197,-0.38034,0.00065,"yes",0.00332302541988198,"Not_significant"
"PVRL1","Mock","ZIKV",31.2917,24.3437,-0.362231,0.00065,"yes",0.00332302541988198,"Not_significant"
"GAS6","Mock","ZIKV",20.5846,16.0232,-0.361399,0.00065,"yes",0.00332302541988198,"Not_significant"
"VCAN","Mock","ZIKV",44.6084,34.8246,-0.357207,0.00065,"yes",0.00332302541988198,"Not_significant"
"APBA2","Mock","ZIKV",41.9689,32.9715,-0.3481,0.00065,"yes",0.00332302541988198,"Not_significant"
"TMEM47","Mock","ZIKV",49.2999,61.5269,0.319631,0.00065,"yes",0.00332302541988198,"Not_significant"
"BSN","Mock","ZIKV",11.9909,15.0019,0.323207,0.00065,"yes",0.00332302541988198,"Not_significant"
"STXBP1","Mock","ZIKV",50.927,63.9965,0.329564,0.00065,"yes",0.00332302541988198,"Not_significant"
"ZNF770","Mock","ZIKV",16.1153,20.3574,0.337121,0.00065,"yes",0.00332302541988198,"Not_significant"
"BCR","Mock","ZIKV",21.2381,26.8414,0.337806,0.00065,"yes",0.00332302541988198,"Not_significant"
"BAHD1","Mock","ZIKV",12.6663,16.0373,0.340434,0.00065,"yes",0.00332302541988198,"Not_significant"
"ATP11B","Mock","ZIKV",9.21337,11.6981,0.344479,0.00065,"yes",0.00332302541988198,"Not_significant"
"DGKD","Mock","ZIKV",13.9118,17.7484,0.351382,0.00065,"yes",0.00332302541988198,"Not_significant"
"DNAJB5","Mock","ZIKV",27.4513,35.2631,0.361282,0.00065,"yes",0.00332302541988198,"Not_significant"
"METTL15","Mock","ZIKV",5.0278,6.679,0.409703,0.00065,"yes",0.00332302541988198,"Not_significant"
"RINT1","Mock","ZIKV",7.3809,9.87115,0.419421,0.00065,"yes",0.00332302541988198,"Not_significant"
"PEX5L","Mock","ZIKV",2.16165,2.892,0.419932,0.00065,"yes",0.00332302541988198,"Not_significant"
"TCP11L1","Mock","ZIKV",6.55787,8.80683,0.425395,0.00065,"yes",0.00332302541988198,"Not_significant"
"CDKL5","Mock","ZIKV",3.28304,4.56624,0.475976,0.00065,"yes",0.00332302541988198,"Not_significant"
"DUSP10","Mock","ZIKV",4.4052,6.14362,0.479882,0.00065,"yes",0.00332302541988198,"Not_significant"
"MKL1","Mock","ZIKV",9.97371,15.0551,0.594049,0.00065,"yes",0.00332302541988198,"Not_significant"
"TMEM151A","Mock","ZIKV",1.87019,2.8809,0.623336,0.00065,"yes",0.00332302541988198,"Not_significant"
"MSX1","Mock","ZIKV",1.80518,2.98975,0.727885,0.00065,"yes",0.00332302541988198,"Not_significant"
"SNORA8","Mock","ZIKV",70.8198,225.541,1.67116,0.00065,"yes",0.00332302541988198,"Up_in_ZIKV"
"SNORD116-4","Mock","ZIKV",85.6198,875.508,3.3541,0.00065,"yes",0.00332302541988198,"Up_in_ZIKV"
"PENK","Mock","ZIKV",1.66356,0.614809,-1.43606,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV"
"SPAG17","Mock","ZIKV",0.967071,0.370371,-1.38465,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV"
"CXorf30","Mock","ZIKV",0.679305,0.273478,-1.31263,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV"
"NS3BP","Mock","ZIKV",2.2755,1.06933,-1.08948,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV"
"EFNA4","Mock","ZIKV",10.857,5.41588,-1.00335,7e-04,"yes",0.00354325842696629,"Down_in_ZIKV"
"NEIL1","Mock","ZIKV",1.68776,0.847535,-0.993769,7e-04,"yes",0.00354325842696629,"Not_significant"
"PROB1","Mock","ZIKV",1.11331,0.57528,-0.952521,7e-04,"yes",0.00354325842696629,"Not_significant"
"MIMT1","Mock","ZIKV",3.41792,1.90175,-0.845789,7e-04,"yes",0.00354325842696629,"Not_significant"
"TMEM150A","Mock","ZIKV",5.17922,3.27724,-0.660252,7e-04,"yes",0.00354325842696629,"Not_significant"
"GSTT1","Mock","ZIKV",9.41824,6.2087,-0.601166,7e-04,"yes",0.00354325842696629,"Not_significant"
"TPGS2","Mock","ZIKV",56.1856,37.1802,-0.595664,7e-04,"yes",0.00354325842696629,"Not_significant"
"ANAPC13","Mock","ZIKV",48.5221,34.4755,-0.49307,7e-04,"yes",0.00354325842696629,"Not_significant"
"LLPH","Mock","ZIKV",18.3437,13.4123,-0.451721,7e-04,"yes",0.00354325842696629,"Not_significant"
"COL5A2","Mock","ZIKV",2.65099,1.9385,-0.451593,7e-04,"yes",0.00354325842696629,"Not_significant"
"FOXO4","Mock","ZIKV",5.17121,3.78779,-0.449144,7e-04,"yes",0.00354325842696629,"Not_significant"
"RAB36","Mock","ZIKV",7.53259,5.66768,-0.410389,7e-04,"yes",0.00354325842696629,"Not_significant"
"CSTF2T","Mock","ZIKV",15.2191,11.7707,-0.370687,7e-04,"yes",0.00354325842696629,"Not_significant"
"LIPA","Mock","ZIKV",18.1834,14.0859,-0.368377,7e-04,"yes",0.00354325842696629,"Not_significant"
"PHC2","Mock","ZIKV",82.9896,65.7084,-0.336855,7e-04,"yes",0.00354325842696629,"Not_significant"
"HDGF","Mock","ZIKV",149.329,118.522,-0.333349,7e-04,"yes",0.00354325842696629,"Not_significant"
"ATXN7L3B","Mock","ZIKV",91,72.3304,-0.331265,7e-04,"yes",0.00354325842696629,"Not_significant"
"YTHDF3","Mock","ZIKV",21.6743,27.0666,0.320529,7e-04,"yes",0.00354325842696629,"Not_significant"
"IBTK","Mock","ZIKV",17.4991,21.8928,0.323182,7e-04,"yes",0.00354325842696629,"Not_significant"
"RFX7","Mock","ZIKV",16.0034,20.0531,0.325448,7e-04,"yes",0.00354325842696629,"Not_significant"
"GPM6A","Mock","ZIKV",108.673,136.725,0.331283,7e-04,"yes",0.00354325842696629,"Not_significant"
"KIAA0232","Mock","ZIKV",26.0104,32.79,0.334166,7e-04,"yes",0.00354325842696629,"Not_significant"
"YKT6","Mock","ZIKV",43.1197,54.3947,0.33512,7e-04,"yes",0.00354325842696629,"Not_significant"
"UBE2O","Mock","ZIKV",18.1023,22.8976,0.339025,7e-04,"yes",0.00354325842696629,"Not_significant"
"SLC30A7","Mock","ZIKV",6.83684,8.71433,0.350061,7e-04,"yes",0.00354325842696629,"Not_significant"
"DDHD2","Mock","ZIKV",27.1606,34.7009,0.353458,7e-04,"yes",0.00354325842696629,"Not_significant"
"RNF19A","Mock","ZIKV",10.5691,13.531,0.35641,7e-04,"yes",0.00354325842696629,"Not_significant"
"CRCP","Mock","ZIKV",18.1166,23.3062,0.3634,7e-04,"yes",0.00354325842696629,"Not_significant"
"TDP2","Mock","ZIKV",17.3114,22.3858,0.370855,7e-04,"yes",0.00354325842696629,"Not_significant"
"SPRY2","Mock","ZIKV",19.4058,25.1481,0.373965,7e-04,"yes",0.00354325842696629,"Not_significant"
"ZNF778","Mock","ZIKV",6.3339,8.41244,0.409431,7e-04,"yes",0.00354325842696629,"Not_significant"
"LINC00340","Mock","ZIKV",11.2092,14.8881,0.409471,7e-04,"yes",0.00354325842696629,"Not_significant"
"GPATCH1","Mock","ZIKV",4.43209,6.00728,0.438723,7e-04,"yes",0.00354325842696629,"Not_significant"
"LIX1L","Mock","ZIKV",11.7358,15.9329,0.441086,7e-04,"yes",0.00354325842696629,"Not_significant"
"DACT3","Mock","ZIKV",11.0359,15.5739,0.496922,7e-04,"yes",0.00354325842696629,"Not_significant"
"C6orf1","Mock","ZIKV",11.2018,15.891,0.504478,7e-04,"yes",0.00354325842696629,"Not_significant"
"NAP1L5","Mock","ZIKV",9.84759,14.0579,0.513539,7e-04,"yes",0.00354325842696629,"Not_significant"
"FBXO11","Mock","ZIKV",32.2745,46.2194,0.518104,7e-04,"yes",0.00354325842696629,"Not_significant"
"ADRB2","Mock","ZIKV",0.212104,0.767204,1.85484,7e-04,"yes",0.00354325842696629,"Up_in_ZIKV"
"RAB3IL1","Mock","ZIKV",0.152348,0.65999,2.11507,7e-04,"yes",0.00354325842696629,"Up_in_ZIKV"
"CCDC15","Mock","ZIKV",1.53215,0.963272,-0.669543,0.00075,"yes",0.00377513966480447,"Not_significant"
"HS3ST2","Mock","ZIKV",5.02405,3.36395,-0.578695,0.00075,"yes",0.00377513966480447,"Not_significant"
"TMEM60","Mock","ZIKV",17.4248,12.0472,-0.532448,0.00075,"yes",0.00377513966480447,"Not_significant"
"ADAM12","Mock","ZIKV",2.13796,1.52216,-0.490112,0.00075,"yes",0.00377513966480447,"Not_significant"
"FKBP9","Mock","ZIKV",6.67334,4.95631,-0.429143,0.00075,"yes",0.00377513966480447,"Not_significant"
"FBXL2","Mock","ZIKV",9.55442,7.1826,-0.411662,0.00075,"yes",0.00377513966480447,"Not_significant"
"PHKA2","Mock","ZIKV",5.48253,4.12931,-0.408942,0.00075,"yes",0.00377513966480447,"Not_significant"
"KIAA1407","Mock","ZIKV",9.05401,6.86355,-0.399601,0.00075,"yes",0.00377513966480447,"Not_significant"
"TMEM185B","Mock","ZIKV",5.89923,4.50833,-0.387934,0.00075,"yes",0.00377513966480447,"Not_significant"
"TINF2","Mock","ZIKV",21.5281,16.6852,-0.367651,0.00075,"yes",0.00377513966480447,"Not_significant"
"SEMA6C","Mock","ZIKV",22.7156,17.9242,-0.341771,0.00075,"yes",0.00377513966480447,"Not_significant"
"FRAS1","Mock","ZIKV",15.2269,12.1185,-0.329407,0.00075,"yes",0.00377513966480447,"Not_significant"
"SLC25A29","Mock","ZIKV",74.214,59.1141,-0.328189,0.00075,"yes",0.00377513966480447,"Not_significant"
"POU3F2","Mock","ZIKV",67.1117,53.8359,-0.317996,0.00075,"yes",0.00377513966480447,"Not_significant"
"PGD","Mock","ZIKV",150.848,121.212,-0.315565,0.00075,"yes",0.00377513966480447,"Not_significant"
"B4GALNT4","Mock","ZIKV",57.3767,72.3738,0.335001,0.00075,"yes",0.00377513966480447,"Not_significant"
"MAPK8","Mock","ZIKV",45.8942,58.7099,0.355293,0.00075,"yes",0.00377513966480447,"Not_significant"
"INPP5A","Mock","ZIKV",13.617,17.5016,0.362084,0.00075,"yes",0.00377513966480447,"Not_significant"
"ZNF574","Mock","ZIKV",8.51721,11.2496,0.401427,0.00075,"yes",0.00377513966480447,"Not_significant"
"RABGAP1L","Mock","ZIKV",10.724,14.2206,0.407129,0.00075,"yes",0.00377513966480447,"Not_significant"
"PCDH15","Mock","ZIKV",1.75129,2.37217,0.437785,0.00075,"yes",0.00377513966480447,"Not_significant"
"ZBTB7C","Mock","ZIKV",2.96936,4.09249,0.462828,0.00075,"yes",0.00377513966480447,"Not_significant"
"ZNF595","Mock","ZIKV",3.3865,5.08155,0.585473,0.00075,"yes",0.00377513966480447,"Not_significant"
"PIGL","Mock","ZIKV",5.67136,8.60198,0.600975,0.00075,"yes",0.00377513966480447,"Not_significant"
"RFTN2","Mock","ZIKV",0.914961,1.52961,0.74138,0.00075,"yes",0.00377513966480447,"Not_significant"
