"Transcript/RepeatID (cmd=analyzeRepeats-pl /home/cbenner/data/software/gencode/hg38/gencode-best-rna hg38 -fpkm -count exons -strand - -minLength 250 -d HMDM-RNAseq-mock-24h-4G2neg-p1 HMDM-RNAseq-mock-24h-4G2neg-p3 HMDM-RNAseq-mock-24h-4G2neg-p4 HMDM-RNAseq-mock-24h-4G2neg-p5 HMDM-RNAseq-mock-24h-4G2neg-p6 HMDM-RNAseq-mock-24h-4G2neg-pooled HMDM-RNAseq-FSSADE-12h-4G2neg-p4 HMDM-RNAseq-FSSADE-12h-4G2neg-p5 HMDM-RNAseq-FSSADE-12h-4G2neg-p6 HMDM-RNAseq-FSSADE-12h-4G2neg-pooled HMDM-RNAseq-FSSADE-12h-4G2pos-p4 HMDM-RNAseq-FSSADE-12h-4G2pos-p5 HMDM-RNAseq-FSSADE-12h-4G2pos-p6 HMDM-RNAseq-FSSADE-12h-4G2pos-pooled HMDM-RNAseq-FSSADE-18h-4G2neg-p4 HMDM-RNAseq-FSSADE-18h-4G2neg-p5 HMDM-RNAseq-FSSADE-18h-4G2neg-p6 HMDM-RNAseq-FSSADE-18h-4G2neg-pooled HMDM-RNAseq-FSSADE-18h-4G2pos-p4 HMDM-RNAseq-FSSADE-18h-4G2pos-p5 HMDM-RNAseq-FSSADE-18h-4G2pos-p6 HMDM-RNAseq-FSSADE-18h-4G2pos-pooled HMDM-RNAseq-FSSADE-24h-4G2neg-p1 HMDM-RNAseq-FSSADE-24h-4G2neg-p3 HMDM-RNAseq-FSSADE-24h-4G2neg-p4 HMDM-RNAseq-FSSADE-24h-4G2neg-p5 HMDM-RNAseq-FSSADE-24h-4G2neg-p6 HMDM-RNAseq-FSSADE-24h-4G2neg-pooled HMDM-RNAseq-FSSADE-24h-4G2pos-p1 HMDM-RNAseq-FSSADE-24h-4G2pos-p3 HMDM-RNAseq-FSSADE-24h-4G2pos-p4 HMDM-RNAseq-FSSADE-24h-4G2pos-p5 HMDM-RNAseq-FSSADE-24h-4G2pos-p6 HMDM-RNAseq-FSSADE-24h-4G2pos-pooled)","chr","start","end","strand","Length","gene_name","Annotation/Divergence","gene_id","gene_type"
"ENST00000424478.5","chr14",45084128,45115601,"+",3145,"PRPF39","0","ENSG00000185246.17","protein_coding"
"ENST00000550665.5","chr16",29484690,29505820,"-",1846,"NPIPB12","0","ENSG00000169203.16","protein_coding"
"ENST00000216185.6","chr22",36467036,36482030,"-",1729,"TXN2","TXN2|COXPD29|MT-TRX|MTRX|TRX2|TXN|-|22q12.3|protein-coding","ENSG00000100348.9","protein_coding"
"ENST00000360321.6","chr20",270863,290749,"-",1554,"C20orf96","C20orf96|dJ1103G7.2|-|20p13|protein-coding","ENSG00000196476.11","protein_coding"
"ENST00000424921.1","chr21",44159015,44160076,"-",470,"LINC01678","0","ENSG00000225331.1","lincRNA"
"ENST00000398583.3","chr14",21563819,21565084,"+",1265,"RBBP4P5","0","ENSG00000256737.1","processed_pseudogene"
"ENST00000355893.9","chr3",158571163,158606460,"+",2190,"MLF1","MLF1|-|-|3q25.32|protein-coding","ENSG00000178053.17","protein_coding"
"ENST00000449449.6","chr6",111483562,111576741,"+",777,"TRAF3IP2-AS1","0","ENSG00000231889.7","antisense"
"ENST00000262519.13","chr16",30957294,30984664,"+",6414,"SETD1A","SETD1A|KMT2F|Set1|Set1A|-|16p11.2|protein-coding","ENSG00000099381.17","protein_coding"
"ENST00000607611.1","chr1",167379108,167381000,"+",1892,"RP11-52A20.2","0","ENSG00000272033.1","sense_intronic"
"ENST00000378714.7","chr10",13161554,13211104,"+",4508,"MCM10","MCM10|CNA43|DNA43|PRO2249|-|10p13|protein-coding","ENSG00000065328.16","protein_coding"
"ENST00000368314.5","chr6",127266610,127288558,"+",2364,"RNF146","RNF146|-|-|6q22.33|protein-coding","ENSG00000118518.15","protein_coding"
"ENST00000419902.2","chr2",121650100,121728481,"+",1309,"NIFK-AS1","0","ENSG00000236859.6","antisense"
"ENST00000264538.3","chr3",108160812,108222570,"-",3182,"IFT57","IFT57|ESRRBL1|HIPPI|MHS4R2|-|3q13.12-q13.13|protein-coding","ENSG00000114446.4","protein_coding"
"ENST00000624581.1","chr20",35262727,35264187,"-",1460,"RP4-614O4.13","0","ENSG00000279253.1","TEC"
"ENST00000275820.3","chr7",156949723,156973182,"+",6056,"NOM1","NOM1|C7orf3|PPP1R113|SGD1|-|7q36.3|protein-coding","ENSG00000146909.7","protein_coding"
"ENST00000399096.2","chr17",18975710,19003780,"-",4388,"FAM83G","0","ENSG00000188522.14","protein_coding"
"ENST00000413248.1","chr6",29970801,29972464,"-",808,"MICD","0","ENSG00000229390.1","unprocessed_pseudogene"
"ENST00000231887.7","chr3",185190624,185254098,"-",3837,"EHHADH","EHHADH|ECHD|FRTS3|L-PBE|LBFP|LBP|PBFE|-|3q27.2|protein-coding","ENSG00000113790.10","protein_coding"
"ENST00000463745.5","chr3",97764528,97801242,"+",4216,"ARL6","ARL6|BBS3|RP55|-|3q11.2|protein-coding","ENSG00000113966.9","protein_coding"
"ENST00000297814.6","chr9",83836698,83921427,"-",4618,"KIF27","KIF27|-|-|9q21.32|protein-coding","ENSG00000165115.14","protein_coding"
"ENST00000622369.1","chr16",84085979,84086590,"-",611,"RP11-505K9.5","0","ENSG00000274677.1","sense_intronic"
"ENST00000608358.1","chr9",91206175,91210299,"-",4124,"RP11-305L7.7","0","ENSG00000273381.1","lincRNA"
"ENST00000609475.1","chr22",25476218,25479971,"+",3753,"CTA-390C10.10","0","ENSG00000272977.1","sense_intronic"
"ENST00000425290.1","chr10",62793562,62805887,"-",683,"RP11-436D10.3","0","ENSG00000238280.1","antisense"
"ENST00000524412.1","chr11",47168281,47169563,"-",571,"RP11-390K5.6","0","ENSG00000270060.1","sense_intronic"
"ENST00000395082.2","chr9",136935840,136937161,"+",1321,"RP11-229P13.2","0","ENSG00000213590.2","processed_pseudogene"
"ENST00000218147.11","chrX",129982610,130057663,"+",6835,"BCORL1","0","ENSG00000085185.15","protein_coding"
"ENST00000563843.1","chr13",28136843,28138193,"-",1350,"PAN3-AS1","0","ENSG00000261485.1","antisense"
"ENST00000314144.9","chr17",34927919,34961509,"-",1811,"CCT6B","CCT6B|CCT-zeta-2|CCTZ-2|Cctz2|TCP-1-zeta-2|TSA303|-|17q12|protein-coding","ENSG00000132141.13","protein_coding"
"ENST00000306346.5","chr18",35366697,35377337,"-",2779,"ZNF396","ZNF396|ZSCAN14|-|18q12.2|protein-coding","ENSG00000186496.10","protein_coding"
"ENST00000381253.5","chr20",2491841,2508915,"-",808,"ZNF343","ZNF343|dJ734P14.5|-|20p13|protein-coding","ENSG00000088876.11","protein_coding"
"ENST00000323456.9","chr17",58489537,58517905,"-",5802,"MTMR4","MTMR4|FYVE-DSP2|ZFYVE11|-|17q22|protein-coding","ENSG00000108389.9","protein_coding"
"ENST00000493178.1","chr10",14838331,14842310,"+",560,"HSPA14","0","ENSG00000187522.14","protein_coding"
"ENST00000292090.7","chr17",28724348,28726208,"-",1010,"TLCD1","TLCD1|-|-|17q11.2|protein-coding","ENSG00000160606.10","protein_coding"
"ENST00000423483.1","chr2",28308161,28308570,"+",409,"RPL23AP34","0","ENSG00000225991.1","processed_pseudogene"
"ENST00000621669.1","chr12",124085761,124088598,"+",2837,"RP11-214K3.24","0","ENSG00000275389.1","lincRNA"
"ENST00000211379.9","chr6",31639028,31652705,"-",3730,"BAG6","BAG6|BAG-6|BAT3|D6S52E|G3|-|6p21.33|protein-coding","ENSG00000204463.12","protein_coding"
"ENST00000582106.1","chr17",81927829,81930753,"+",1892,"MAFG-AS1","MAFG-AS1|-|-|17q25.3|ncRNA","ENSG00000265688.1","antisense"
"ENST00000361681.2","chrM",14149,14673,"-",524,"MT-ND6","0","ENSG00000198695.2","protein_coding"
"ENST00000371088.4","chr1",63523390,63572693,"+",2286,"EFCAB7","EFCAB7|-|-|1p31.3|protein-coding","ENSG00000203965.12","protein_coding"
"ENST00000259021.8","chr17",49788555,49835030,"+",9615,"KAT7","KAT7|HBO1|HBOA|MYST2|ZC2HC7|-|17q21.33|protein-coding","ENSG00000136504.11","protein_coding"
"ENST00000257626.11","chr7",77310751,77416400,"-",3190,"GSAP","GSAP|PION|-|7q11.23|protein-coding","ENSG00000186088.15","protein_coding"
"ENST00000004103.7","chr7",150800543,150805120,"+",1248,"TMEM176A","TMEM176A|GS188|HCA112|MS4B1|-|7q36.1|protein-coding","ENSG00000002933.7","protein_coding"
"ENST00000498779.1","chr16",59088837,59089091,"+",254,"RPS27P27","0","ENSG00000244043.1","processed_pseudogene"
"ENST00000311910.6","chrX",66055587,66056587,"-",1000,"RP11-30M20.1","0","ENSG00000215168.2","processed_pseudogene"
"ENST00000473572.2","chr19",36008638,36014235,"-",1117,"AC002116.8","0","ENSG00000248101.2","processed_transcript"
"ENST00000422365.6","chr8",66870749,66922048,"+",5067,"MCMDC2","MCMDC2|C8orf45|-|8q13.1|protein-coding","ENSG00000178460.17","protein_coding"
"ENST00000215882.9","chr22",19175575,19178830,"-",1631,"SLC25A1","SLC25A1|CTP|D2L2AD|SEA|SLC20A3|-|22q11.21|protein-coding","ENSG00000100075.9","protein_coding"
"ENST00000563105.1","chr6",109382795,109383666,"+",871,"RP11-425D10.10","0","ENSG00000260273.1","antisense"
"ENST00000326737.3","chr11",46602861,46617227,"-",1962,"HARBI1","HARBI1|C11orf77|-|11p11.2|protein-coding","ENSG00000180423.4","protein_coding"
"ENST00000330676.7","chr17",1702790,1710438,"-",5964,"TLCD2","TLCD2|-|-|17p13.3|protein-coding","ENSG00000185561.9","protein_coding"
"ENST00000400348.3","chr9",27608382,27610745,"-",2363,"CTAGE12P","0","ENSG00000215441.3","processed_pseudogene"
"ENST00000327299.7","chr1",65148203,65232136,"+",6827,"AK4","AK4|AK 4|AK3|AK3L1|AK3L2|-|1p31.3|protein-coding","ENSG00000162433.14","protein_coding"
"ENST00000415014.1","chr14",105546610,105549694,"-",1221,"ELK2BP","0","ENSG00000234402.1","unprocessed_pseudogene"
"ENST00000605911.1","chr8",94884609,94885070,"+",461,"RP11-347C18.5","0","ENSG00000272509.1","antisense"
"ENST00000523223.1","chr5",171251866,171252982,"+",1116,"RP11-546B8.3","0","ENSG00000253213.1","processed_pseudogene"
"ENST00000418955.1","chr10",99697407,99697949,"-",542,"EBAG9P1","0","ENSG00000233690.1","processed_pseudogene"
"ENST00000296003.8","chr3",9649462,9702392,"+",2457,"MTMR14","MTMR14|C3orf29|-|3p25.3|protein-coding","ENSG00000163719.19","protein_coding"
"ENST00000506227.2","chr4",82580117,82581384,"-",1267,"RP11-791G16.4","0","ENSG00000248113.2","processed_pseudogene"
"ENST00000514047.1","chr5",24170370,24171246,"+",876,"CTD-2015B23.2","0","ENSG00000226432.3","processed_pseudogene"
"ENST00000412323.1","chr2",155269633,155269887,"+",254,"ATP5A1P2","0","ENSG00000227682.2","transcribed_processed_pseudogene"
"ENST00000507910.5","chr3",131027729,131184773,"+",1814,"NEK11","NEK11|-|-|3q22.1|protein-coding","ENSG00000114670.13","protein_coding"
"ENST00000623155.1","chr16",70768967,70770221,"-",1254,"RP11-394B2.3","0","ENSG00000279122.1","TEC"
"ENST00000537616.1","chr12",9658567,9662085,"+",2505,"RP11-705C15.3","0","ENSG00000257027.1","sense_intronic"
"ENST00000572103.1","chr6",70693839,70694619,"+",780,"RP11-160A9.3","0","ENSG00000262803.1","processed_pseudogene"
"ENST00000560450.1","chr15",83022236,83024336,"-",451,"RP11-90B9.2","0","ENSG00000259767.1","sense_intronic"
"ENST00000355059.8","chr15",75346990,75357114,"+",3740,"NEIL1","NEIL1|FPG1|NEI1|hFPG1|-|15q24.2|protein-coding","ENSG00000140398.13","protein_coding"
"ENST00000335390.5","chr2",62500221,62506341,"-",1790,"TMEM17","TMEM17|-|-|2p15|protein-coding","ENSG00000186889.9","protein_coding"
"ENST00000573314.5","chr15",65578753,65611136,"-",2592,"INTS14","INTS14|C15orf44|VWA9|-|15q22.31|protein-coding","ENSG00000138614.14","protein_coding"
"ENST00000404861.1","chr6",90116700,90117105,"-",405,"RP3-453I5.2","0","ENSG00000218730.1","processed_pseudogene"
"ENST00000340171.6","chr3",155762617,155806351,"-",1875,"C3orf33","C3orf33|AC3-33|-|3q25.31|protein-coding","ENSG00000174928.15","protein_coding"
"ENST00000333323.4","chr3",49803254,49805030,"+",1037,"FAM212A","FAM212A|C3orf54|INKA1|-|3p21.31|protein-coding","ENSG00000185614.4","protein_coding"
"ENST00000397592.3","chr9",6748703,6748981,"-",278,"SNRPEP2","0","ENSG00000256968.1","processed_pseudogene"
"ENST00000456547.2","chr4",119440561,119450157,"-",349,"GTF2IP12","0","ENSG00000283050.1","transcribed_unprocessed_pseudogene"
"ENST00000528848.2","chr11",11351942,11353357,"-",1415,"CSNK2A3","CSNK2A3|CSNK2A1P|-|11p15.4|protein-coding","ENSG00000254598.2","protein_coding"
"ENST00000360359.4","chr6",34889265,35091413,"+",6300,"ANKS1A","ANKS1A|ANKS1|-|6p21.31|protein-coding","ENSG00000064999.13","protein_coding"
"ENST00000339837.9","chr3",139560191,139677998,"-",1854,"NMNAT3","NMNAT3|FKSG76|PNAT-3|PNAT3|-|3q23|protein-coding","ENSG00000163864.15","protein_coding"
"ENST00000513157.1","chr5",16373361,16440081,"-",2105,"LINC02150","LINC02150|-|-|5p15.1|ncRNA","ENSG00000248150.1","lincRNA"
"ENST00000367510.7","chr1",185045364,185102608,"+",3593,"RNF2","RNF2|BAP-1|BAP1|DING|HIPI3|RING1B|RING2|-|1q25.3|protein-coding","ENSG00000121481.10","protein_coding"
"ENST00000369622.7","chr6",85614106,85643285,"-",3002,"SYNCRIP","SYNCRIP|GRY-RBP|GRYRBP|HNRNPQ|HNRPQ1|NSAP1|PP68|hnRNP-Q|-|6q14.3|protein-coding","ENSG00000135316.17","protein_coding"
"ENST00000325167.9","chr17",80991841,81000133,"+",1649,"CHMP6","CHMP6|VPS20|-|17q25.3|protein-coding","ENSG00000176108.9","protein_coding"
"ENST00000619666.1","chr13",48974967,48976867,"-",1098,"RP11-156K23.3","0","ENSG00000275202.1","antisense"
"ENST00000522212.6","chr17",15436021,15563561,"-",2820,"TVP23C-CDRT4","TVP23C-CDRT4|FAM18B2-CDRT4|-|17p12|protein-coding","ENSG00000259024.6","protein_coding"
"ENST00000397766.3","chr15",34102073,34108684,"+",6611,"PGBD4","PGBD4|-|-|15q14|protein-coding","ENSG00000182405.5","protein_coding"
"ENST00000507031.2","chr16",28802743,28817828,"+",1960,"RP11-1348G14.4","0","ENSG00000251417.2","lincRNA"
"ENST00000305596.7","chr16",30350766,30355361,"-",3408,"CD2BP2","CD2BP2|FWP010|LIN1|PPP1R59|Snu40|U5-52K|-|16p11.2|protein-coding","ENSG00000169217.8","protein_coding"
"ENST00000513669.1","chr17",49795343,49795669,"+",326,"RP11-613C6.4","0","ENSG00000235183.3","processed_pseudogene"
"ENST00000359600.5","chr1",45016399,45206556,"-",5792,"ZSWIM5","ZSWIM5|-|-|1p34.1|protein-coding","ENSG00000162415.6","protein_coding"
"ENST00000216121.11","chr22",29554808,29581337,"-",2218,"NIPSNAP1","NIPSNAP1|-|-|22q12.2|protein-coding","ENSG00000184117.11","protein_coding"
"ENST00000338274.4","chr2",25809925,25810656,"-",731,"TPM3P7","0","ENSG00000187536.4","processed_pseudogene"
"ENST00000564489.1","chr16",75541399,75608445,"-",783,"RP11-77K12.8","0","ENSG00000259992.1","processed_transcript"
"ENST00000269886.7","chr19",4360370,4400547,"-",2497,"SH3GL1","SH3GL1|CNSA1|EEN|SH3D2B|SH3P8|-|19p13.3|protein-coding","ENSG00000141985.9","protein_coding"
"ENST00000403291.1","chr6",159712801,159713985,"-",1184,"HNRNPH1P1","0","ENSG00000220305.1","processed_pseudogene"
"ENST00000453216.1","chr6",52577485,52579527,"+",659,"TRAM2-AS1","0","ENSG00000225791.6","lincRNA"
"ENST00000323760.10","chr5",138285265,138331835,"-",2101,"CDC25C","CDC25C|CDC25|PPP1R60|-|5q31.2|protein-coding","ENSG00000158402.18","protein_coding"
"ENST00000569852.1","chr16",2561471,2565096,"-",3625,"RP11-20I23.8","0","ENSG00000269937.1","antisense"
"ENST00000612844.4","chr11",72135710,72139892,"+",983,"FOLR3","0","ENSG00000110203.8","protein_coding"
"ENST00000413035.5","chr1",201688259,201829559,"-",834,"IPO9-AS1","IPO9-AS1|-|-|1q32.1|ncRNA","ENSG00000231871.5","antisense"
"ENST00000603971.1","chr5",127176696,127177050,"-",354,"CTB-88F18.4","0","ENSG00000271585.1","processed_pseudogene"
"ENST00000296127.7","chr3",44924846,44976182,"-",3086,"ZDHHC3","ZDHHC3|DHHC-3|DHHC3|GODZ|ZNF373|-|3p21.31|protein-coding","ENSG00000163812.13","protein_coding"
"ENST00000220913.9","chr8",140511298,140517137,"+",2483,"CHRAC1","CHRAC1|CHARC1|CHARC15|CHRAC-1|CHRAC-15|CHRAC15|YCL1|-|8q24.3|protein-coding","ENSG00000104472.9","protein_coding"
"ENST00000475212.1","chr2",202201384,202201886,"-",502,"DAZAP2P1","0","ENSG00000223825.5","processed_pseudogene"
"ENST00000316963.7","chr8",54046367,54102017,"-",2568,"LYPLA1","LYPLA1|APT-1|APT1|LPL-I|LPL1|hAPT1|-|8q11.23|protein-coding","ENSG00000120992.17","protein_coding"
"ENST00000424412.2","chr9",111802980,111803435,"+",410,"RP11-430K21.2","0","ENSG00000224067.2","processed_pseudogene"
"ENST00000608509.1","chr2",73750256,73750786,"-",530,"RP11-434P11.2","0","ENSG00000273245.1","lincRNA"
"ENST00000267890.10","chr15",42738734,42920479,"-",10876,"TTBK2","TTBK2|SCA11|TTBK|-|15q15.2|protein-coding","ENSG00000128881.16","protein_coding"
"ENST00000443632.2","chr22",21442460,21451463,"+",6937,"HIC2","0","ENSG00000169635.9","protein_coding"
"ENST00000599056.5","chr19",53066606,53103351,"-",4216,"ZNF160","ZNF160|F11|HKr18|HZF5|KR18|-|19q13.41-q13.42|protein-coding","ENSG00000170949.17","protein_coding"
"ENST00000302804.11","chr19",57231063,57235548,"+",1234,"AURKC","AURKC|AIE2|AIK3|ARK3|AurC|HEL-S-90|SPGF5|STK13|aurora-C|-|19q13.43|protein-coding","ENSG00000105146.12","protein_coding"
"ENST00000483262.1","chr3",143123362,143131893,"+",388,"RP11-80H8.4","0","ENSG00000241679.2","processed_transcript"
"ENST00000559844.5","chr15",64096000,64138006,"+",1942,"SNX1","SNX1|HsT17379|VPS5|-|15q22.31|protein-coding","ENSG00000028528.14","protein_coding"
"ENST00000523037.5","chr5",154941070,154969411,"+",3163,"MRPL22","MRPL22|HSPC158|L22mt|MRP-L22|MRP-L25|RPML25|-|5q33.2|protein-coding","ENSG00000082515.17","protein_coding"
"ENST00000579793.6","chr1",146146521,146229026,"-",1943,"NOTCH2NL","0","ENSG00000264343.5","protein_coding"
"ENST00000358234.4","chr19",49331659,49340303,"-",568,"CTC-301O7.4","0","ENSG00000197813.5","lincRNA"
"ENST00000319974.5","chr2",199911256,199928273,"+",3725,"C2orf69","C2orf69|-|-|2q33.1|protein-coding","ENSG00000178074.5","protein_coding"
"ENST00000215917.11","chr22",26483877,26494658,"+",4007,"SRRD","SRRD|HC/HCC|SRR1L|-|22q12.1|protein-coding","ENSG00000100104.13","protein_coding"
"ENST00000358149.7","chr5",177022696,177065985,"+",2301,"ZNF346","ZNF346|JAZ|Zfp346|-|5q35.2|protein-coding","ENSG00000113761.11","protein_coding"
"ENST00000570034.1","chr17",46372855,46487141,"+",1446,"NSFP1","0","ENSG00000260075.1","unprocessed_pseudogene"
"ENST00000344836.8","chr16",8892094,8963484,"-",5351,"USP7","USP7|HAUSP|TEF1|-|16p13.2|protein-coding","ENSG00000187555.14","protein_coding"
"ENST00000382456.7","chr3",184174689,184184091,"+",2070,"AP2M1","AP2M1|AP50|CLAPM1|mu2|-|3q27.1|protein-coding","ENSG00000161203.13","protein_coding"
"ENST00000392793.5","chr11",121101173,121191493,"+",7379,"TECTA","0","ENSG00000109927.9","protein_coding"
"ENST00000237696.9","chr3",158696892,158732696,"-",1941,"RARRES1","RARRES1|LXNL|PERG-1|TIG1|-|3q25.32|protein-coding","ENSG00000118849.9","protein_coding"
"ENST00000449061.2","chr5",21459560,21501826,"+",745,"GUSBP1","0","ENSG00000183666.16","transcribed_unprocessed_pseudogene"
"ENST00000446607.1","chr1",236110061,236112370,"+",2309,"RP4-764D2.1","0","ENSG00000235371.1","processed_pseudogene"
"ENST00000391960.3","chr19",44025400,44033112,"+",1588,"ZNF222","ZNF222|-|-|19q13.31|protein-coding","ENSG00000159885.13","protein_coding"
"ENST00000505920.1","chr22",42639803,42640601,"-",798,"ATP5L2","ATP5L2|ATP5K2|-|22q13.2|protein-coding","ENSG00000249222.1","protein_coding"
"ENST00000528542.6","chr11",827578,831986,"+",1775,"CRACR2B","CRACR2B|EFCAB4A|-|11p15.5|protein-coding","ENSG00000177685.16","protein_coding"
"ENST00000370986.8","chr1",67685061,67688338,"+",1489,"GADD45A","GADD45A|DDIT1|GADD45|-|1p31.3|protein-coding","ENSG00000116717.11","protein_coding"
"ENST00000533437.1","chr11",76759916,76768223,"-",535,"RP11-21L23.4","0","ENSG00000254632.1","antisense"
"ENST00000528405.1","chr11",62649694,62665178,"-",570,"RP11-831H9.11","0","ENSG00000255432.1","protein_coding"
"ENST00000509840.1","chr4",163265575,163266583,"-",1008,"RP11-719L21.1","0","ENSG00000250547.1","processed_pseudogene"
"ENST00000436571.1","chr13",18837768,18838098,"-",330,"RHOT1P3","0","ENSG00000242756.2","processed_pseudogene"
"ENST00000256441.4","chr5",69217760,69230129,"+",1279,"MRPS36","MRPS36|DC47|MRP-S36|-|5q13.2|protein-coding","ENSG00000134056.11","protein_coding"
"ENST00000507707.1","chr5",42465400,42468868,"-",929,"SERBP1P6","0","ENSG00000248873.1","processed_pseudogene"
"ENST00000369815.5","chr10",103389050,103396441,"-",617,"USMG5","USMG5|DAPIT|HCVFTP2|bA792D24.4|-|10q24.33|protein-coding","ENSG00000173915.14","protein_coding"
"ENST00000602906.1","chr4",13333414,13338302,"+",1270,"HSP90AB2P","0","ENSG00000205940.8","transcribed_processed_pseudogene"
"ENST00000218006.2","chrX",109372906,109482072,"-",3675,"GUCY2F","GUCY2F|CYGF|GC-F|GUC2DL|GUC2F|RETGC-2|ROS-GC2|-|Xq22.3-q23|protein-coding","ENSG00000101890.4","protein_coding"
"ENST00000265421.8","chr8",42338455,42371808,"+",1302,"POLB","POLB|-|-|8p11.21|protein-coding","ENSG00000070501.11","protein_coding"
"ENST00000624818.1","chr22",46163303,46165347,"+",2044,"RP4-695O20.1","0","ENSG00000280384.1","sense_intronic"
"ENST00000472837.5","chr7",75092581,75149817,"+",3529,"GTF2IRD2B","GTF2IRD2B|-|-|7q11.23|protein-coding","ENSG00000174428.16","protein_coding"
"ENST00000375040.7","chr6",32190766,32192906,"-",1469,"GPSM3","GPSM3|AGS4|C6orf9|G18|G18.1a|G18.1b|G18.2|NG1|-|6p21.32|protein-coding","ENSG00000213654.9","protein_coding"
"ENST00000282516.12","chr5",36876759,37066413,"+",10342,"NIPBL","NIPBL|CDLS|CDLS1|IDN3|IDN3-B|Scc2|-|5p13.2|protein-coding","ENSG00000164190.17","protein_coding"
"ENST00000375499.7","chr1",17018722,17054170,"-",1138,"SDHB","SDHB|CWS2|IP|PGL4|SDH|SDH1|SDH2|SDHIP|-|1p36.13|protein-coding","ENSG00000117118.9","protein_coding"
"ENST00000430003.1","chr2",203634577,203636016,"-",1439,"AC125238.2","0","ENSG00000233459.1","processed_pseudogene"
"ENST00000361453.3","chrM",4470,5511,"+",1041,"MT-ND2","0","ENSG00000198763.3","protein_coding"
"ENST00000473109.2","chr11",47191181,47191542,"-",361,"RP11-390K5.1","0","ENSG00000243802.2","processed_pseudogene"
"ENST00000346807.7","chr2",113058638,113064748,"+",2663,"IL36RN","IL36RN|FIL1|FIL1(DELTA)|FIL1D|IL-36Ra|IL1F5|IL1HY1|IL1L1|IL1RP3|IL36RA|PSORP|PSORS14|-|2q14.1|protein-coding","ENSG00000136695.14","protein_coding"
"ENST00000331369.5","chr2",84290683,84292202,"+",1220,"FUNDC2P2","0","ENSG00000182814.7","transcribed_processed_pseudogene"
"ENST00000377818.3","chr13",72708357,72727687,"-",2294,"MZT1","MZT1|C13orf37|MOZART1|-|13q21.33|protein-coding","ENSG00000204899.5","protein_coding"
"ENST00000607222.1","chr1",1613758,1615795,"-",2037,"RP11-345P4.9","0","ENSG00000272106.1","antisense"
"ENST00000309922.6","chr3",101561862,101566446,"+",1816,"TRMT10C","TRMT10C|COXPD30|HNYA|MRPP1|RG9MTD1|-|3q12.3|protein-coding","ENSG00000174173.6","protein_coding"
"ENST00000503537.1","chr5",14651941,14653329,"-",1388,"EEF1A1P13","0","ENSG00000250182.3","processed_pseudogene"
"ENST00000402038.7","chr10",49818279,49970203,"-",4091,"PARG","0","ENSG00000227345.8","protein_coding"
"ENST00000247003.8","chr19",18919675,18928627,"+",1805,"DDX49","DDX49|Dbp8|R27090_2|-|19p13.11|protein-coding","ENSG00000105671.11","protein_coding"
"ENST00000373006.5","chr6",41797645,41895361,"-",3164,"USP49","USP49|-|-|6p21.1|protein-coding","ENSG00000164663.14","protein_coding"
"ENST00000366273.3","chr6",160093423,160093993,"+",570,"RP11-288H12.3","0","ENSG00000213073.4","transcribed_processed_pseudogene"
"ENST00000364445.1","chr3",36685040,36685369,"+",329,"RN7SKP227","0","ENSG00000201315.1","misc_RNA"
"ENST00000554755.1","chr14",87952527,87955203,"+",2467,"FAM35CP","0","ENSG00000259096.1","processed_pseudogene"
"ENST00000498737.6","chr22",42085525,42090955,"-",1251,"NDUFA6","0","ENSG00000184983.9","protein_coding"
"ENST00000421685.2","chrX",46545493,46548408,"+",2075,"ZNF674-AS1","ZNF674-AS1|-|-|Xp11.3|ncRNA","ENSG00000230844.2","lincRNA"
"ENST00000451446.1","chr13",24122065,24123814,"-",1749,"IPO7P2","0","ENSG00000225674.1","processed_pseudogene"
"ENST00000421092.1","chr20",59942124,59944086,"+",414,"FAM217B","0","ENSG00000196227.10","protein_coding"
"ENST00000223641.4","chr9",99222301,99230615,"+",538,"SEC61B","SEC61B|-|-|9q22.33|protein-coding","ENSG00000106803.9","protein_coding"
"ENST00000478789.5","chr7",150368790,150396915,"+",630,"RP11-511P7.7","0","ENSG00000284041.1","protein_coding"
"ENST00000367463.4","chr6",148747328,149076990,"+",4183,"UST","UST|2OST|-|6q25.1|protein-coding","ENSG00000111962.7","protein_coding"
"ENST00000292616.9","chr7",102464929,102473168,"+",2186,"LRWD1","LRWD1|CENP-33|ORCA|-|7q22.1|protein-coding","ENSG00000161036.12","protein_coding"
"ENST00000397899.6","chr2",98793846,98936259,"-",3888,"KIAA1211L","KIAA1211L|C2orf55|-|2q11.2|protein-coding","ENSG00000196872.11","protein_coding"
"ENST00000310232.10","chr3",42708269,42773253,"-",2912,"CCDC13","CCDC13|-|-|3p22.1|protein-coding","ENSG00000244607.5","protein_coding"
"ENST00000555758.1","chr14",49599994,49600572,"+",578,"RHOQP1","0","ENSG00000258568.1","processed_pseudogene"
"ENST00000460115.5","chr17",43125610,43145113,"+",1335,"NBR2","NBR2|NCRNA00192|-|17q21.31|ncRNA","ENSG00000198496.10","transcribed_unprocessed_pseudogene"
"ENST00000429708.2","chrX",120210461,120212680,"-",1308,"EEF1A1P30","0","ENSG00000237757.2","processed_pseudogene"
